title,content,category,sub_category,content_index
Phòng Đào tạo,"Phòng A1.201; A1.202 (tầng 2) và A1.401 (tầng 4), Tòa nhà trung tâm,  
Website: https://aao.hcmute.edu.vn/ 
Email: pdt@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/pdtspkt/ 
Số điện thoại: 028.3896.1333; 028.3722.1223 – ext.8120 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Xây dựng và quản lý các chương trình đào tạo; Xây dựng kế hoạch, tổ chức và quản lý đào tạo; 
+ Tổ chức đăng ký môn học, lập thời khóa biểu, lịch thi; 
+ Phối hợp tổ chức nhập điểm I, dò kiểm điểm theo quy định, chuyển điểm ngoại ngữ và quản lý điểm, gồm: kiểm tra giám sát dữ liệu nhập điểm; giải quyết đơn đính chính điểm của giảng viên, đơn xin chuyển điểm, bảo lưu điểm; lưu trữ bảng điểm gốc; 
+ Xử lý kết quả học tập cuối mỗi học kỳ, tổng hợp, lưu trữ dữ liệu và công bố cho SV. Cấp chứng nhận kết quả học tập, bảng điểm, chứng nhận tốt nghiệp; cấp bảng điểm, xét nợ học phần, xét tốt nghiệp,…;
+ Chủ trì xét cảnh báo học tập, tốt nghiệp;
+ Tổ chức kiểm tra trình độ ngoại ngữ đầu vào và đầu ra cho SV,...",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,0
Phòng Tuyển sinh và Công tác sinh viên,"Phòng A1.203; A1.204 (tầng 2), Tòa nhà trung tâm,  
Website: https://sao.hcmute.edu.vn/ 
Email: p.cthssv@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/ute.sao 
Số điện thoại: 028.3722.2764; 028.3722.1223 – ext. 8170.
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tổ chức tiếp nhận Tân SV nhập học, bố trí SV vào lớp SV;
+ Quản lý hồ sơ của SV; cấp các loại giấy tờ: Giấy chứng nhận SV, giấy chứng nhận để vay tín dụng ưu đãi, xác nhận sổ ưu đãi,…
+ Giải quyết các chế độ chính sách, xét miễn giảm học phí, trợ cấp khó khăn cho SV; 
+ Tổ chức đánh giá điểm rèn luyện, hoạt động công tác xã hội; 
+ Tổ chức xét học bổng, khen thưởng, kỷ luật SV; 
+ Tiếp nhận và giải quyết các đơn, giấy đề nghị của SV.",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,1
Phòng Kế hoạch Tài chính,"Phòng A1.102 (tầng 1); A1.701, A1.702 (tầng 7), Tòa nhà trung tâm,  
Website: https://fpo.hcmute.edu.vn/ 
Email: phong.khtc@hcmute.edu.vn, 
Số điện thoại: 028.3896.2166; 028.3722.1223 – ext. 8130, 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tổ chức thu học phí, hướng dẫn SV đóng học phí, cấp hóa đơn học phí và xác nhận SV đóng học phí; 
+ Thực hiện cấp, phát học bổng, trợ cấp xã hội, trợ cấp khó khăn, tiền khen thưởng cho SV,…
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,2
Phòng Tổ chức Hành chính,"Phòng A1.101 (tầng 1), Tòa nhà trung tâm,  
Website: https://hrmo.hcmute.edu.vn/ 
Email: ptchc@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/hcmuteHRMO 
Số điện thoại: 028.3896.8641; 028.3722.5142; 028.37221.223 – ext. 8100,  
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Phụ trách công tác giữ gìn trật tự an ninh tro        ng khuôn viên trường;
+ Hướng dẫn SV gặp Ban Giám hiệu (khi cần thiết), giải quyết các yêu cầu về văn thư; 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,3
Phòng Quản trị cơ sở vật chất,"Phòng A1.706; A1.707 (tầng 7), Tòa nhà trung tâm,  
Website: https://fmo.hcmute.edu.vn/ 
Email: p.qtcsvc@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/fmo.hcmute/  
Số điện thoại: 028.3722.3502; 028.3722.1223 – ext. 8200,  
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Giải quyết các yêu cầu về cơ sở vật chất, hệ thống điện, nước trong trường;
+ Phụ trách về cảnh quan, môi trường, cây xanh… trong khuôn viên trường;
+ Hỗ trợ cho SV mượn phòng học phục vụ học tập và sinh hoạt ngoại khóa... 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,4
Phòng Thiết bị - Vật tư,"Phòng A1.703, A1.704A (tầng 7), Tòa nhà trung tâm,  
Website: https://emo.hcmute.edu.vn/ 
Email: ptbvt@hcmute.edu.vn, 
Số điện thoại: 028.3722.1713; 028.3722.1223 – ext. 8144,  
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Giải quyết các yêu cầu về vật tư thực tập cho SV;
+ Phụ trách đảm bảo các yêu cầu về thiết bị kỹ thuật phòng học (tivi, máy chiếu, màn chiếu, âm thanh, máy lạnh),…. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,5
Phòng Khoa học Công nghệ,"        Phòng A1.902 (tầng 9), Tòa nhà trung tâm,  
        Website: https://stiao.hcmute.edu.vn/ 
        Email: khcn@hcmute.edu.vn, 
        Fanpage: https://www.facebook.com/STOHCMUTE/ 
        Số điện thoại: 028.3722.1223 – ext. 8160, 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tư vấn, hướng dẫn SV tham gia nghiên cứu khoa học, tham gia các hoạt động học thuật, các cuộc thi khoa học & công nghệ trong và ngoài trường,… 
+ Tổ chức các hội thảo khoa học, các sân chơi học thuật cho SV.
+ Tư vấn các vấn đề khác liên quan đến hoạt động NCKH.",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,6
Phòng Quan hệ doanh nghiệp,"Phòng A1.402 (tầng 4), Tòa nhà trung tâm,   
Website:
+ ERO: https://pr.hcmute.edu.vn;          + Cựu SV: https://alumni.hcmute.edu.vn; 
Email: 
+ Sinh viên liên hệ: ero@hcmute.edu.vn; 
+ Cựu SV liên hệ: alumni@hcmute.edu.vn; 
Fanpage:
+ Phòng Quan hệ Doanh nghiệp: https://www.facebook.com/erohcmute/ 
+ Việc làm ngoài nước: https://www.facebook.com/OverseasJobs.HCMUTE/ 
+ UTE Mentoring: https://www.facebook.com/HCMUTE.Mentoring 
+ Cộng đồng Cựu sinh viên: https://www.facebook.com/csvspkt 
Cổng thông tin Tìm việc và Tuyển dụng Career Hub: https://careerhub.hcmute.edu.vn/ 
Chương trình Ngày Hội việc làm, Tuần lễ Tuyển dụng: https://careerfair.hcmute.edu.vn/ 
Số điện thoại: 028.3722.5551
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Tư vấn, giới thiệu các cơ hội thực tập, việc làm trong và ngoài nước;
+ Tư vấn, giới thiệu việc làm bán thời gian;
+ Tổ chức các Hội thảo, Chuyên đề trang bị Kỹ năng mềm, định hướng nghề nghiệp & phát triển năng lực nghề nghiệp;
+  Tìm kiếm, hỗ trợ khoa chuyên môn về thông tin tiếp nhận tham quan của  doanh nghiệp; 
+ Giới thiệu, tư vấn học bổng doanh nghiệp;
+ Kết nối SV với cựu SV trong việc định hướng nghề nghiệp, chia sẻ kinh nghiệm, bồi dưỡng kỹ năng, chuyên môn, văn hóa doanh nghiệp,... (HCMUTE Mentoring);
+ Kết nối SV với doanh nghiệp, cựu SV, hỗ trợ hoạt động nghiên cứu khoa học, chuyển giao công nghệ;
+ Phát giấy chứng nhận tốt nghiệp tạm thời cho SV;
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,7
Phòng Quan hệ Quốc tế,"Phòng A1.705 (tầng 5), Tòa nhà trung tâm 
Website: https://oia.hcmute.edu.vn/ 
Email: oia@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/phongquanhequocte/ 
Số điện thoại: 028.3896.1141, 028.3722.1223 – ext. 8160, 
Phụ trách các công tác liên quan đến sinh viên: 
+ Thông báo các chương trình học bổng, trao đổi văn hóa, học thuật, thực tập từ phía trường đối tác gửi đến. 
+ Hỗ trợ chuẩn bị, tư vấn các thủ tục, hồ sơ pháp lí liên quan đến nhà trường theo yêu cầu của mỗi Đại sứ quán/Cơ quan thực hiện thủ tục visa cho SV. 
+ Tư vấn, thiết kế, và thực hiện các dịch vụ theo yêu cầu của SV. 
+ Các hoạt động khác liên quan đến mảng công tác của phòng QHQT.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,8
Phòng Đảm bảo chất lượng,"Phòng A1.1102 (tầng 11), Tòa nhà trung tâm,  
Website: https://qao.hcmute.edu.vn/ 
Email: pdbcl@hcmute.edu.vn,  
Số điện thoại: 028.3722.1223 – ext. 8190,  
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Đánh giá, kiểm định chất lượng các chương trình đào tạo, các hoạt động đào tạo; 
+ Tổ chức đánh giá hoạt động giảng dạy của giảng viên, đánh giá môi trường học tập và làm việc… 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,9
Phòng hợp tác và phát triển đào tạo,"Phòng A1.406, A1.407 (tầng 4), Tòa nhà trung tâm, 
Website: 
+ Hệ Vừa làm vừa học: https://nmo.hcmute.edu.vn/ 
+ Hệ Đào tạo từ xa: https://daotaotuxa.hcmute.edu.vn 
Email: pdtkcq@hcmute.edu.vn và daotatuxa@hcmute.edu.vn 
Fanpage: 
+ Hệ Vừa làm vừa học: https://www.facebook.com/daotaokhongchinhquy/ 
+ Hệ Đào tạo từ xa: https://www.facebook.com/dttxhcmute/ 
Số điện thoại: 028.3722.3504; 0708602467; 0708653327 
Phụ trách: Tổ chức và quản lý các chương trình đào tạo thuộc hệ vừa làm vừa học, đào tạo từ xa,… 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,10
Phòng Thanh tra giáo dục,"Phòng A1.1003 (tầng 10), Tòa nhà trung tâm,  
Website: https://aio.hcmute.edu.vn/ 
Email: pttgd@hcmute.edu.vn, 
Số điện thoại: 028.3722.1223 – ext. 8180
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Thực hiện công tác thanh tra, giải quyết các đơn thư khiếu nại, tố cáo trong lĩnh vực giáo dục.
+ Kiểm soát và ghi nhận thực tế tình hình giảng dạy theo thời khóa biểu và công tác tổ chức thi. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,11
"Phòng Truyền thông
","Phòng A1.1106 (tầng 11), Tòa nhà trung tâm,  
Website: https://pmo.hcmute.edu.vn/ 
Email: pmo@hcmute.edu.vn, 
Fanpage:  
+ Trường: https://www.facebook.com/dhspkt.hcmute 
+ Kênh truyền hình UTE-TV: https://www.facebook.com/HCMUTETV 
+ Phòng Truyền thông: https://www.facebook.com/pmoute/ 
Số điện thoại: 028.3722.1223 – ext. 8680,  
Phụ trách các hoạt động truyền thông, sự kiện của trường; Quản lý UTE-Studio; Kênh truyền hình UTE-TV; Fanpage Trường và các kênh mạng xã hội của Trường; Quản lý các hoạt động quảng bá thương hiệu và quản lý nhận diện thương hiệu của nhà trường.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,12
Thư viện,"Văn phòng liên hệ:
+ Thư viện khu A: Phòng Đọc, Phòng Mượn;
+ Thư viện Tầng hầm TNTT: Phòng Đọc Beehive (Reading Room Beehive);
Website: https://thuvien.hcmute.edu.vn/, https://thuvienso.hcmute.edu.vn/ 
Email: thuvien@hcmute.edu.vn, 
Số điện thoại: 028.3896.9920; 028.3722.1223 – ext. 8220
Fanpage: https://www.facebook.com/thuviendaihocspkttphcm/ 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Đáp ứng các yêu cầu của SV về tài liệu, giáo trình, mượn và trả tài liệu. 
+ Hỗ trợ SV khai thác nguồn tài nguyên thông tin của Thư viện Trường, bao gồm: sách tham khảo Việt văn, sách tham khảo Ngoại văn, Tiêu chuẩn, Giáo trình, luận văn, luận án, đề tài nghiên cứu khoa học phù hợp với những chuyên ngành được đào tạo tại trường.
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,13
Ban Quản lý ký túc xá,"Văn phòng tại tầng trệt Ký túc xá khu D (đường Lê Văn Chí) và tầng trệt Ký túc xá cơ sở 2 (484 Lê Văn Việt, P. Tăng Nhơn Phú A, TP. Thủ Đức)
Website: https://ktx.hcmute.edu.vn/ 
Email: bqlktx@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/ktxhcmute/ 
Số điện thoại: 028.3897.3082; 028.37221.223 – ext. 8210,  
Phụ trách giải quyết các nhu cầu về nội trú cho SV, quản lý SV nội trú theo Quy chế SV nội trú,... 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,14
Trạm Y tế,"Văn phòng ở cuối Khu B; gần cổng B 
Website: https://hd.hcmute.edu.vn/                 - Email: yte@hcmute.edu.vn, 
Fanpage: https://www.facebook.com/tramyteute/ 
Số điện thoại: 028.3722.1223 – ext. 8520: Hotline: 091 888 3925 
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Phụ trách khám và chữa bệnh ban đầu cho SV; 
+ Hướng dẫn, tư vấn và hỗ trợ SV tham gia Bảo hiểm y tế bắt buộc và các quyền lợi liên quan; 
+ Tổ chức các chương trình tuyên truyền về sức khỏe học đường cho SV
+ Phối hợp các bên liên quan xử lý các vấn đề liên quan đến vệ sinh, an toàn thực phẩm trong nhà trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,15
"Trung tâm Thông tin, máy tính","Phòng A5.101 (tầng 1 – Khu A5); A1.1107 (tầng 11), Tòa nhà trung tâm,  
Website: https://iic.hcmute.edu.vn/ 
Email: ic@hcmute.edu.vn, 
Số điện thoại: 028.3722.1223 – ext. 8510, Hotline: 0913.889.739 (T. Hà)
Phụ trách các công tác liên quan đến sinh viên bao gồm: 
+ Cấp và quản lý địa chỉ email mang tên miền của trường cho SV; hướng dẫn SV kích hoạt & sử dụng địa chỉ Email do trường cấp; cấp lại mật khẩu email khi cần thiết…
+ Cấp và quản lý tài khoản microsoft liên kết với trường cho SV; hướng dẫn SV kích hoạt & sử dụng tài khoản do trường cấp; cấp lại mật khẩu email khi cần thiết…
+ Cấp và quản lý tài khoản đăng nhập trang online.hcmute.edu.vn của SV; cấp lại mật khẩu đăng nhập khi cần thiết…
+ Quản lý các phòng máy tính của nhà trường. 
",HƯỚNG DẪN SINH VIÊN LIÊN HỆ CÁC ĐƠN VỊ,CÁC PHÒNG/ĐƠN VỊ CHỨC NĂNG,16
